Job Title,Company,Location,Posted Date,Job URL,Description,Good
Managing Director- 401K Relationship Manager,Fidelity,"Albuquerque, NM (Remote)",N/A,https://www.linkedin.com/jobs/view/4332850506/?trk=flagship3_search_srp_jobs,"About the job
Job Description

Managing Director, Relationship Manager

The Managing Director (MD) is entrusted with a book of business of defined contribution plans comprised of 40 – 50 client relationships that may range $10 – $40M in assets under administration. In this role you will develop positive relationships with institutional clients and build internal working relationships with Fidelity personnel in support of service delivery.

TheWe’re Looking For



Theof Your Role

The Managing Director is the primary contact for the client and works in a team structure which is collectively responsible for leading, educating, resolving client issues, establishing relationships and meeting the needs of both Plan Sponsors and Advisors. This role will require ~35% of travel.

TheYou Bring



TheYou Deliver



How Your Workthe Organization

Focusing on understanding and responding to clients and advisors. In this position you assume a consultative role to acquire a clear understanding of the business needs of relevant issues. You will ensure client satisfaction by seeking feedback and anticipate issues and/or concerns to proactively provide solutions.

The base salary range for this position is $80,000 - $130,000 per year.

Placement in the range will vary based on job responsibilities and scope, geographic location, candidate’s relevant experience, and other factors.

Base salary is only part of the total compensation package. Depending on the position and eligibility requirements, the offer package may also include bonus or other variable compensation.

We offer a wide range ofto meet your evolving needs and help you live your best life at work and at home. These benefits include comprehensive health care coverage and emotional well-being support, market-leading retirement, generous paid time off and parental leave, charitable giving employee match program, and educational assistance including student loan repayment, tuition reimbursement, and learning resources to develop your career. Note, the application window closes when the position is filled or unposted.

Most roles at Fidelity are Hybrid, requiring associates to work onsite every other week (all business days, M-F) in a Fidelity office. This does not apply to Remote or fully Onsite roles.

Please be advised that Fidelity’s business is governed by the provisions of the Securities Exchange Act of 1934, the Investment Advisers Act of 1940, the Investment Company Act of 1940, ERISA, numerous state laws governing securities, investment and retirement-related financial activities and the rules and regulations of numerous self-regulatory organizations, including FINRA, among others. Those laws and regulations may restrict Fidelity from hiring and/or associating with individuals with certain Criminal Histories.



Series 07 - FINRA, Series 63 - FINRA



Relationship Management",1
"Senior Executive, Manufacturing",Orion,"Auburn, WA (On-site)",N/A,https://www.linkedin.com/jobs/view/4317846137/?eBP=NON_CHARGEABLE_CHANNEL&refId=XzZPpiL34plb8eHq1UujIg%3D%3D&trackingId=lOQt2ojKasVimYPQQ9%2BYmA%3D%3D&trk=flagship3_search_srp_jobs,"About the job
Description

Manage the day-to-day manufacturing and supply chain operations for Orion’s Auburn and Mukilteo locations. 
Partner with the CEO, Board of Directors, and Senior Leadership Team (SLT) in developing Strategic Goals and Annual Objectives to achieve greater efficiency, productivity, profitability, and growth.
Serve as the primary management liaison to the Mergers and Acquisitions Committee.


This job description is not designed to cover or contain a comprehensive listing of activities, duties, or responsibilities that are required of the employee for this job. Activities, duties, or responsibilities may change at any time with or without notice.











This position must meet Export Control compliance requirements, therefore a “US Person” as defined by 22 C.F.R.





Orion Industries is a Drug Free Workplace, where acceptance of a job offer requires successful completion of a background check and drug test, including testing for marijuana, is required for continued employment.",0
Medical Director | Multi-Specialty Clinic with Integrated Physical Therapy,Orion,"Brooklyn, NY (On-site)",N/A,https://www.linkedin.com/jobs/view/4316342674/?eBP=NON_CHARGEABLE_CHANNEL&refId=XzZPpiL34plb8eHq1UujIg%3D%3D&trackingId=SbZjWHiLqKkwQEWxjCFwVg%3D%3D&trk=flagship3_search_srp_jobs,"About the job
About the Company
We are seeking an experienced and dedicated physician leader to join our team as Medical Director. In this pivotal role, you will be responsible for the clinical leadership and oversight of our multi-disciplinary practice, ensuring the highest standards of patient care are met. You will guide a talented team of medical professionals, develop clinical protocols, and ensure regulatory compliance, all while maintaining a direct role in patient care within your specialty. This position offers significant clinical autonomy, allowing you to exercise your independent medical judgment in all matters of patient care, consistent with the New York Corporate Practice of Medicine doctrine.",0
Medical Director,Orion,"Brooklyn, NY (On-site)",N/A,https://www.linkedin.com/jobs/view/4315552503/?eBP=NON_CHARGEABLE_CHANNEL&refId=XzZPpiL34plb8eHq1UujIg%3D%3D&trackingId=3GaAZ5vyon1OlBwFGqvSUw%3D%3D&trk=flagship3_search_srp_jobs,"About the job
About the Company
We are seeking an experienced and dedicated physician leader to join our team as Medical Director. In this pivotal role, you will be responsible for the clinical leadership and oversight of our multi-disciplinary practice, ensuring the highest standards of patient care are met. You will guide a talented team of medical professionals, develop clinical protocols, and ensure regulatory compliance, all while maintaining a direct role in patient care within your specialty. This position offers significant clinical autonomy, allowing you to exercise your independent medical judgment in all matters of patient care, consistent with the New York Corporate Practice of Medicine doctrine.",0
Executive General Manager - Lake Orion,Orion,"Lake Orion, MI (On-site)",N/A,https://www.linkedin.com/jobs/view/3840598561/?eBP=NON_CHARGEABLE_CHANNEL&refId=XzZPpiL34plb8eHq1UujIg%3D%3D&trackingId=v1Hwfp%2BvtsP2UpeQLdy5KQ%3D%3D&trk=flagship3_search_srp_jobs,"About the job
The Executive General Manager is responsible for the overall performance of their restaurant. He or she must have a full knowledge of the Companys operational standards and must be able to demonstrate and teach these standards to others. The Executive General Manager must be able to build a team that provides instant guest recognition and excellent service, delivering top-quality food in clean surroundings.

Responsibilities",0
Senior Director of Business Development-Drayage,Orion,N/A,N/A,https://www.linkedin.com/jobs/view/4257742663/?eBP=NON_CHARGEABLE_CHANNEL&refId=XzZPpiL34plb8eHq1UujIg%3D%3D&trackingId=VWjq9iEF1pFHebwQw%2F7SOw%3D%3D&trk=flagship3_search_srp_jobs,"About the job
Orion Solutions Group is working with a non-asset based Domestic and International Transportation Broker. This provider is one of the oldest drayage brokers in North America. They are seeking a Senior Director of Business Development to lead their sales team, and drive growth through strategic initiatives for drayage and truckload brokerage.







Strategic Planning



Relationship & Partnership Management



Team Leadership & Collaboration



Performance & Growth



Executive & Stakeholder Communication",1
Account Executive - Temperature Controlled,Orion,"Fort Worth, TX (On-site)",N/A,https://www.linkedin.com/jobs/view/4274107300/?eBP=NON_CHARGEABLE_CHANNEL&refId=XzZPpiL34plb8eHq1UujIg%3D%3D&trackingId=0N2ZWlkQThHI%2BKZdxPMW2A%3D%3D&trk=flagship3_search_srp_jobs,"About the job
Orion Solutions Group is working with a privately held transportation brokerage firm in search of a driven and entrepreneurially minded Account Executive – Temperature Controlled to join our growing team in Fort Worth, TX. This is a high-impact, cradle-to-grave sales role focused on building a book of business from the ground up. You’ll be responsible for sourcing and closing new clients, managing your own carrier network, and overseeing freight execution from pickup to delivery.

If you're a tenacious sales professional with experience in truckload brokerage, looking for a growth opportunity with uncapped earning potential, we want to hear from you.",0
Account Executive,Orion,N/A,N/A,https://www.linkedin.com/jobs/view/4242775265/?eBP=NON_CHARGEABLE_CHANNEL&refId=XzZPpiL34plb8eHq1UujIg%3D%3D&trackingId=paBC6NdTcuOOysxhMWM3yQ%3D%3D&trk=flagship3_search_srp_jobs,"About the job
Who We Are

At Orion Global Solutions, we're not your typical tech consultancy. As a Salesforce Summit Partner (the highest tier!) and one of the fastest-growing Salesforce partners in the New York Metro area, we bring innovation, speed, and genuine collaboration to every client interaction. But what truly sets us apart? Our people-first culture. We foster an environment where curiosity is encouraged, growth is inevitable, and every voice is heard. At Orion, you're not just part of a company—you're part of something exciting, impactful, and real.



The Account Executive role at Orion Global Solutions drives business growth by identifying opportunities and nurturing customer relationships. The ideal candidate has a solid sales and customer service background within the Salesforce ecosystem. The primary objective is identifying potential opportunities with prospects and new clients, cultivating these into profitable, long-term relationships.



As a hunter-minded sales professional, you'll focus on identifying, engaging, and closing new business opportunities in the Salesforce consulting space. Your day-to-day will include:





We're looking for a driven, collaborative professional who thrives in a fast-paced environment and knows how to deliver value. You'll stand out if you bring:





We take care of our people. Our benefits are designed to help you live well—inside and outside of work:





If you're passionate about delivering exceptional client experiences, leading dynamic teams, and being part of a company that values innovation and heart—you'll feel right at home at Orion.

Ready to grow with us?",0
Sr. Sales Director - Warehousing,Orion,N/A,N/A,https://www.linkedin.com/jobs/view/4284883835/?eBP=NON_CHARGEABLE_CHANNEL&refId=XzZPpiL34plb8eHq1UujIg%3D%3D&trackingId=m06MWMn46UD%2BgWTTMlqYhw%3D%3D&trk=flagship3_search_srp_jobs,"About the job
The Sales Director is responsible for driving sales and revenue growth within the logistics industry with specific experience in Ecommerce, Omnichannel, Parcel and Warehousing, This role involves developing and maintaining relationships with key customers, identifying new business opportunities, and negotiating contracts. The sales director utilizes their expertise in logistics services to provide tailored solutions for customers, ensuring efficient transportation, warehousing, and supply chain management. They collaborate with internal teams to meet customer needs, achieve sales targets, and contribute to the overall success of the company in the competitive logistics market. Strong communication, negotiation, and problem-solving skills are essential for this position.







Demonstrate to comply with Core Behaviors:",1
Senior Account Executive – Public Relations (Tech & Innovation),Orion,"San Francisco, CA (Hybrid)",N/A,https://www.linkedin.com/jobs/view/4324710326/?eBP=NON_CHARGEABLE_CHANNEL&refId=XzZPpiL34plb8eHq1UujIg%3D%3D&trackingId=PDFPos1U4iLzlhwk11KgjA%3D%3D&trk=flagship3_search_srp_jobs,,0
Vice President of Business Development – Distribution & Fulfillment,Orion,N/A,N/A,https://www.linkedin.com/jobs/view/4333012198/?eBP=NON_CHARGEABLE_CHANNEL&refId=XzZPpiL34plb8eHq1UujIg%3D%3D&trackingId=ezVkT30kAdtr69Ydj2MgfQ%3D%3D&trk=flagship3_search_srp_jobs,,1
Survey Party Chief,Orion,"Fort Lauderdale, FL (On-site)",N/A,https://www.linkedin.com/jobs/view/4303568667/?eBP=NON_CHARGEABLE_CHANNEL&refId=XzZPpiL34plb8eHq1UujIg%3D%3D&trackingId=MkFadkRhPtS1hr50fXx17w%3D%3D&trk=flagship3_search_srp_jobs,,0
Director of Growth Marketing (Player-Coach),NEPC,"Boise, ID (Hybrid)",N/A,https://www.linkedin.com/jobs/view/4318804849/?trk=flagship3_search_srp_jobs,"About the job
Director of Growth Marketing (Player-Coach)

About LeanLaw
LeanLaw is building the financial operating system for law and professional-services firms — connecting time, money, and trust. We simplify how firms bill, collect, and manage their finances.",0
Commercial Insurance account manager,NEPC,"Austin, Texas Metropolitan Area (Hybrid)",N/A,https://www.linkedin.com/jobs/view/4319750265/?trk=flagship3_search_srp_jobs,"About the job
Company Description
 
Brown Insurance Group has been providing tailored commercial insurance solutions since 2013, proudly serving Austin, Texas, and multiple states across the U.S. We specialize in commercial insurance for contractors, small businesses, fleets, and growing enterprises, offering coverage options such as general liability, workers’ compensation, and commercial auto. Our team is dedicated to protecting businesses and fostering growth through trusted, clear, and integral interactions. Additionally, we offer comprehensive personal insurance for families, including home, auto, and life coverage. Our mission is to protect smarter, reduce risk, and instill confidence in our clients to grow their businesses and enjoy life fully.



This is a full-time hybrid role for a Commercial Insurance Account Manager located in the Austin, Texas Metropolitan Area, with some work from home flexibility. The Account Manager will be responsible for managing client accounts, providing excellent customer service, and handling the daily needs of clients’ commercial insurance policies. Day-to-day tasks include account management, communication with clients, addressing inquiries, processing policy changes, and working closely with the sales team to identify new opportunities for coverage. The ideal candidate will ensure client satisfaction while maintaining a high level of professionalism and expertise in the insurance field.",0
Director of Growth,NEPC,"Denver, CO (On-site)",N/A,https://www.linkedin.com/jobs/view/4317712565/?trk=flagship3_search_srp_jobs,"About the job
HappyDoc - https://www.happydoc.ai

Job Title: Director of Growth
Location: Denver, CO (Cherry Creek area)
Work Model: In-office 5 days/week
Reports To: Founder & CEO, Emerson Smith",1
Director of Growth,NEPC,"Portland, OR (On-site)",N/A,https://www.linkedin.com/jobs/view/4317951247/?trk=flagship3_search_srp_jobs,"About the job
Company Description
1338Tryon is a WBENC-certified, woman-owned purpose-driven branded merchandise and marketing operations agency based in Portland, Oregon. We help some of the world’s most innovative companies forge meaningful connections through branded merchandise, fulfillment, supply chain management, and tangible engagement experiences.",1
Account Manager Entry Level,NEPC,"Greenville, SC (On-site)",N/A,https://www.linkedin.com/jobs/view/4332733795/?trk=flagship3_search_srp_jobs,"About the job
Barkley Reserve is currently interviewing for an Entry Level Account Manager in our business development and sales department. As an Account Manager, you will act as the go-between for our clients and the customers you acquire.

Additionally, at Barkley we are a tight-knit team that thrives on building each other up! The ideal candidate is someone who enjoys a team environment, has a sportsmanship mentality, an impeccable work ethic, and strives to exceed goals.",0
Director of Sales and Marketing,NEPC,"Boulder, CO (Hybrid)",N/A,https://www.linkedin.com/jobs/view/4333071902/?trk=flagship3_search_srp_jobs,"About the job
Jonah Ventures is an environmental DNA sequencing company founded in 2015. Boulder Blue is an expansion of Jonah Ventures’ mission, extending our expertise into the built environment. This initiative focuses on developing innovative tools for detecting and monitoring indoor allergens in homes and workplaces. By offering accurate, science-based testing, Boulder Blue empowers homeowners, renters, industry, and policymakers to address indoor air quality and health risks that are often overlooked. Our goal is to make allergen testing a standard practice in housing and environmental health.",1
"Account Manager, Affiliate Marketing",NEPC,"Dallas, TX (Remote)",N/A,https://www.linkedin.com/jobs/view/4309099422/?trk=flagship3_search_srp_jobs,"About the job
The Account Manager, Affiliate Marketing position is a remote, work-from-home role, as are all positions at Acceleration Partners (a structure central to our culture and vision to change the work/life paradigm). Some travel is required for client meetings, internal meetings, conferences, and other events.



Acceleration Partners is accepting applications for Account Manager roles within our growing Affiliate Marketing team. As an Account Manager, you will take ownership of client relationships, manage affiliate marketing campaigns, and work closely with senior leaders to develop and execute strategies that ensure long-term client success. Additionally, you will lead recruitment efforts, engage in networking opportunities, and mentor junior team members.




























Acceleration Partners is the world’s largest and first-to-market Partnership Marketing Agency creating and nurturing partnerships that drive exceptional measurable outcomes for their clients. Managing clients in 40+ countries, AP’s global team of 300+ focuses on data-driven strategies that connect brands to the right consumers through affiliate and influencer All of our work is supported by APVision, our proprietary technology suite which leverages the largest dataset of any agency in the Partnership Marketing agency ecosystem. Serving over 200 brands—including household names like Amazon, Apple, Target, Google, Marriott, Coinbase, and Burberry—AP’s diversified team is creating what’s next in the industry by building high-performing partnership marketing programs. As the only truly integrated global partnerships agency, AP prides itself on being at the cutting edge of industry developments and leveraging proven expertise to deliver unique solutions for brands seeking sustainable growth.






Benefits may vary based on employment status or country location.",0
Easy Apply,NEPC,N/A,N/A,N/A,,0
Insurance Agency Owner/Protege,Invesco,"Brea, CA (On-site)",N/A,https://www.linkedin.com/jobs/view/4300776935/?eBP=CwEAAAGaN6xDuu_gA7VpQxLLN8-D_nMcSS2VLxPccIm4DoMhbLhp-QoTfKQMMbj_7JYxGbNy8-mU3Ls5LbZj4-zREjtx4jUw7-v93Zww2TRoaEnc1jyqP1l2ewokDNY-hWC-AeJh9b-LgsSE1E8kL5ywsCZ8DeAwOl7U5MPc05B10JFtjry6QoSGoSk9znkQ-4dBJMD9_ptwx_waP8BqVYvHStWZkcMuRTOioGSG9e4efg3ONjsouQqoiqELBaEZ9E_cRbz5Kvk_7CS7RBWsnPEt_dqO-_GfHotlIjjIsP67JePoEvYht3kwKSCzAsC3g5XBLuRDDwk2YMuDy075SQntSj9VR6fX-4osSOnQnlpBCGgaFyQ4kwyYyctPpA8tfpOTMgk-UD5dvdokM8CR4s8bKRw&refId=P20MtRqE7NVAxsMsXJoS5g%3D%3D&trackingId=AmOS3s1b9O4jn5N%2F%2F8uVQw%3D%3D&trk=flagship3_search_srp_jobs,"About the job
Company Description
Farmers Insurance is a respected and recognized brand in the insurance industry, known for its commitment to service, strength, and integrity since 1928. At District 18, we help agents thrive in today’s fast-paced market. Based in San Dimas, District 18 supports over 50 insurance agents across Los Angeles, Orange County, and the Inland Empire. We specializing in Launching the next generation of business owners for one of the best Brands in the industry.",0
Agency Owner - Farmers Insurance Agent,Invesco,N/A,N/A,https://www.linkedin.com/jobs/view/4311803029/?eBP=CwEAAAGaN6xDupyDw_CyxmCxrTY9uSWZiOzCo-gUw4zQrIdWGeshk6Ih214FErL5sXKmXSYM-X44hejmj6t7iEu8R2Zxf0FcH8_FQr3UNNQtWrRZLTwp7nw5nPFjmSVtANJfJmNoLvF1NToBo0c_1vMOa87g0RD-cQ2c30rL9ttNrGdnwLVGp2euOeVm1Q5h1nay-CnKbc6muzc3U-KfH1f4RxCkmiZcs9PgcmAQYpTnhyfotR0Xl34HQgIaVARX0F90vwJQ997YEZber26kmJqDXGk1wTYhmBbJSmhDLXYDs5M4rWsYx1HVPl9Bm_8BRDEiHBRkGDbOfmQwN49jSmzbqrhNN0bAnCX7aHzbFV35sSmQrpEzPNVPJMFsvgsQ3iGl3J6u60O6Wm6Jg9atHswe8LWyTr9jacpke2vhbsvYFqvF5Niz1C3oiLAoXfyeN2MjNwz9N7diIFAeUyFmQWsA1guVyMJZ5uQN5eiLHJmXsQ&refId=P20MtRqE7NVAxsMsXJoS5g%3D%3D&trackingId=W%2BwRzejEZNKl9AbvI9XpOw%3D%3D&trk=flagship3_search_srp_jobs,"About the job
Attention all agents and brokers! Are you ready to take control of your career and future? 

The Farmers Insurance agency opportunity is recognized as one of the top business ventures in America. If you're located in Southern California, and have the drive to build your own insurance agency, we want to connect with you.",0
"Tax Senior - Global Employer Services, Japanese Services Group",Invesco,"Inglewood, CA (Hybrid)",N/A,https://www.linkedin.com/jobs/view/4331394875/?eBP=CwEAAAGaN6xDuvOi7MVelC8HgQt4ExccRcgH4l_MtDzt_5YQN_Tczw6_E5b7RKHedqYSDvOzVMIAC5He7o3TJUc8wORCFIN7XlAn6mCSTwyfK5dfiN36fjNBVal08NWFzdDxdTj1VMM3_HE2P_Zzhug6eZmqTj-ZwSRNeveD9zoAAyq52pWKrvwAPA5-bFyDR6xdzE-LKvcss4HGVMhgPUt5HIlODIjowRrqR4U1kDoT6J0FezDXSsFbxchikZpMjZ3rvSRW8rNWEpofsTEhBNRWB0HZAwEC5G-tn52BmtctESV-s1zfDHmdL9pdjoqsFmZN8RZcZO60_tZKiHzze9L5GUpwFkUjT6wwIKb3LydCdBGFtUSeTiVvUsZifUEB51IkPDSpaWbp26gg4iDO7St5_BhfXtgHYyidtBJJ0mepSJ2aGoduHYzVPM8rwLJtUEAG8-4KMAC9RKFrnYOyJK7JLmRTJ3Mjl0zRNJesaW_I-InpTqw&refId=P20MtRqE7NVAxsMsXJoS5g%3D%3D&trackingId=ZBTavi1r3IY2NBCyYH0z7w%3D%3D&trk=flagship3_search_srp_jobs,"About the job
Are you a leader and strategic thinker who is able to integrate strategic business knowledge with market-leading experience to design talent, mobility, and rewards programs? Do you have an in-depth technical knowledge of the regulatory landscape and business environments in which global clients operate around the world? If you said ""Yes!"" and this is your passion, we have the perfect career for you!

Recruiting for this role ends on June 1st, 2026







At Deloitte Tax LLP, our Global Employer Services mobility tax professionals assist our international clients in managing employer and individual income tax obligations for their mobile employees working abroad and inbound which includes but not limited to reviewing and signing income tax returns and reviewing cost projections. In addition to managing compliance, the practice consults clients to develop international assignment programs and policies and to minimize tax obligations through the use of effective tax planning. Learn more about Deloitte Tax Global Employer Services.










The wage range for this role takes into account the wide range of factors that are considered in making compensation decisions including but not limited to skill sets; experience and training; licensure and certifications; and other business and organizational needs. The disclosed range estimate has not been adjusted for the applicable geographic differential associated with the location at which the position may be filled. At Deloitte, it is not typical for an individual to be hired at or near the top of the range for their role and compensation decisions are dependent on the facts and circumstances of each case. A reasonable estimate of the current range is $69,930 to $159,120.

You may also be eligible to participate in a discretionary annual incentive program, subject to the rules governing the program, whereby an award, if any, depends on various factors, including, without limitation, individual and organizational performance.

Information for applicants with a need for accommodation: https://www2.deloitte.com/us/en/pages/careers/articles/join-deloitte-assistance-for-disabled-applicants.html",0
Easy Apply,Invesco,N/A,N/A,N/A,,0
Director of Wealth Management Consulting,Janney Montgomery Scott LLC,"Philadelphia, PA",N/A,https://www.linkedin.com/jobs/view/4310275517/?eBP=NON_CHARGEABLE_CHANNEL&refId=htvItsZ0HbwIkVqZagMAbw%3D%3D&trackingId=pG%2BYgeTdNwoR85LRYsmrww%3D%3D&trk=flagship3_search_srp_jobs,"About the job
Janney is an award-winning full-service financial services firm committed to understanding our clients' needs and providing advice beyond investments. We are equally committed to building a diverse workforce and inclusive culture where employees can use their talents to thrive and grow professionally with the firm.

Thebased in Philadelphia, will lead a team of seasoned professionals who help train, educate, and support the growth of our Advisory, proprietary, HNW and Alternatives platforms along with coordination across all Wealth Management verticals. This highly visible role will serve as the central point of contact across all Janney regions for sales and consulting of all WM offerings with daily interactions to Advisors and home office employees across the firm.















Benefits: Janney believes that its employees are the key to what makes a great company. Although work makes up a large portion of an employee’s life, we believe that a balance between work and non-work activities is essential to maintain quality performance and a positive work atmosphere. We offer a competitive package including Paid Parental Leave, generous Paid Time Off, eligibility for a $2,000 referral bonus and Professional Development Assistance Plan designed to help you make the most of your life at work and at home—today and in the future.

Janney is anfinancial services firm committed to understanding our clients' needs and providing advice beyond investments. We are equally committed to building a diverse workforce and inclusive culture where employees can use their talents to thrive and grow professionally with the firm. Fostering a positive workplace experience remains a top priority. We have earned thewhich recognizes employers that create an outstanding employee experience. Based entirely on what current employees say about their experience working at Janney, this prestigious recognition underscores our commitment to our people and culture. People are our strongest asset. We recognize that when our team members thrive, our firm is more successful.

Janney is dedicated to promoting and supporting diversity within our workplace. We provide an environment that promotes respect, integrity, teamwork, achievement and acceptance regardless of age, disability, education, gender, gender expression, gender identity, job level, marital status, military status, national origin, parental status, pregnancy, race, religion, sexual orientation, socioeconomic status, or other protected factors. Janney is committed to equal employment opportunities and providing reasonable accommodations to applicants with physical and/or mental disabilities.",1
Director of Client Engagement,Janney Montgomery Scott LLC,"Philadelphia, PA",N/A,https://www.linkedin.com/jobs/view/4300382491/?eBP=NON_CHARGEABLE_CHANNEL&refId=htvItsZ0HbwIkVqZagMAbw%3D%3D&trackingId=cUMqCVlRG5XXVRDiPfoYeA%3D%3D&trk=flagship3_search_srp_jobs,"About the job
Janney is an award-winning full-service financial services firm committed to understanding our clients' needs and providing advice beyond investments. We are equally committed to building a diverse workforce and inclusive culture where employees can use their talents to thrive and grow professionally with the firm.

Janney Montgomery Scott is a leading wealth management firm serving mass affluent and high-net-worth clients with personalized financial advice, investment management, and holistic planning solutions. With a network of experienced advisors and a commitment to excellence, we help individuals and families build, preserve, and transfer wealth.



We are seeking an experienced, dynamic, and entrepreneurial Director of Client Engagement to build and lead our centralized lead development and prospect conversion process. In this pivotal role, your sole focus is client acquisition. You will play three key roles:



With compensation tied directly to closed clients, this role offers uncapped earning potential and significant upside for top performers.

This role requires a strong understanding of the wealth management industry, strength inboth direct prospect selling and a proactive mindset to continuously improve conversion and engagement strategies.







Lead Pipeline Management



Lead Engagement & Qualification



Advisor Handoff Process



Tracking & Reporting









Benefits: Janney believes that its employees are the key to what makes a great company. Although work makes up a large portion of an employee’s life, we believe that a balance between work and non-work activities is essential to maintain quality performance and a positive work atmosphere. We offer a competitive package including Paid Parental Leave, generous Paid Time Off, eligibility for a $2,000 referral bonus, Employee Ownership, and Professional Development Assistance Plan designed to help you make the most of your life at work and at home—today and in the future.

Janney is anfinancial services firm committed to understanding our clients' needs and providing advice beyond investments. We are equally committed to building a diverse workforce and inclusive culture where employees can use their talents to thrive and grow professionally with the firm. Fostering a positive workplace experience remains a top priority. We’ve earned thewhich recognizes employers that create an outstanding employee experience. Based entirely on what current employees say about their experience working at Janney, this prestigious recognition underscores our commitment to our people and culture. People are our strongest asset. We recognize that when our team members thrive, our firm is more successful.

Janney is dedicated to promoting and supporting diversity within our workplace. We provide an environment that promotes respect, integrity, teamwork, achievement and acceptance regardless of age, disability, education, gender, gender expression, gender identity, job level, marital status, military status, national origin, parental status, pregnancy, race, religion, sexual orientation, socioeconomic status, or other protected factors. Janney is committed to equal employment opportunities and providing reasonable accommodations to applicants with physical and/or mental disabilities.",1
"Account Executive - Alexandria, VA",Janney Montgomery Scott LLC,"Alexandria, VA",N/A,https://www.linkedin.com/jobs/view/4313304309/?eBP=NON_CHARGEABLE_CHANNEL&refId=htvItsZ0HbwIkVqZagMAbw%3D%3D&trackingId=k5f7hKefWckjy0U2DAneLA%3D%3D&trk=flagship3_search_srp_jobs,"About the job
Janney is an award-winning full-service financial services firm committed to understanding our clients' needs and providing advice beyond investments. We are equally committed to building a diverse workforce and inclusive culture where employees can use their talents to thrive and grow professionally with the firm.

Responsible for working alongside a Financial Advisor Team to develop individualized financial plans, assist with providing investment related analysis and advice, as well as executing investment plans to existing and new client relationships. This individual must be knowledgeable of and comply with all rules and regulations of the firm as well as the various regulatory agencies.











Benefits: Janney believes that its employees are the key to what makes a great company. Although work makes up a large portion of an employee’s life, we believe that a balance between work and non-work activities is essential to maintain quality performance and a positive work atmosphere. We offer a competitive package including Paid Parental Leave, employee ownership, generous Paid Time Off, eligibility for a $2,000 referral bonus and Professional Development Assistance Plan designed to help you make the most of your life at work and at home—today and in the future.

Janney is anfinancial services firm committed to understanding our clients' needs and providing advice beyond investments. We are equally committed to building a diverse workforce and inclusive culture where employees can use their talents to thrive and grow professionally with the firm. Fostering a positive workplace experience remains a top priority. We have earned thewhich recognizes employers that create an outstanding employee experience. Based entirely on what current employees say about their experience working at Janney, this prestigious recognition underscores our commitment to our people and culture. People are our strongest asset. We recognize that when our team members thrive, our firm is more successful.

Janney is an equal opportunity employer and makes employment decisions on the basis of merit and business needs.",0
"Account Executive - Wilmington, DE or Lewes, DE",Janney Montgomery Scott LLC,"Wilmington, DE",N/A,https://www.linkedin.com/jobs/view/4316285534/?eBP=NON_CHARGEABLE_CHANNEL&refId=htvItsZ0HbwIkVqZagMAbw%3D%3D&trackingId=oTlq%2FT6KpDwi9iJNRTq7HQ%3D%3D&trk=flagship3_search_srp_jobs,"About the job
Janney is an award-winning full-service financial services firm committed to understanding our clients' needs and providing advice beyond investments. We are equally committed to building a diverse workforce and inclusive culture where employees can use their talents to thrive and grow professionally with the firm.

trading client accounts, developing individualized financial plans, assisting with providing investment-related analysis and advice, as well as executing investment plans to existing and new client relationships. This individual must be knowledgeable of and comply with all rules and regulations of the firm as well as the various regulatory agencies.









This role can sit out of the Wilmington, DE or Lewes, DE branches.



Benefits: Janney believes that its employees are the key to what makes a great company. Although work makes up a large portion of an employee’s life, we believe that a balance between work and non-work activities is essential to maintain quality performance and a positive work atmosphere. We offer a competitive package including Paid Parental Leave, generous Paid Time Off, eligibility for a $2,000 referral bonus and Professional Development Assistance Plan designed to help you make the most of your life at work and at home—today and in the future.

Janney is an award-winning full-service financial services firm committed to understanding our clients' needs and providing advice beyond investments. We are equally committed to building a diverse workforce and inclusive culture where employees can use their talents to thrive and grow professionally with the firm.

Fostering a positive workplace experience remains a top priority. We’ve earned the Great Place to Work® certification, which recognizes employers that create an outstanding employee experience. Based entirely on what current employees say about their experience working at Janney, this prestigious recognition underscores our commitment to our people and culture.

People are our strongest asset. We recognize that when our team members thrive, our firm is more successful.

Janney is an equal opportunity employer and makes employment decisions on the basis of merit and business needs.",0
